,DUSSELDORF_cloud_cover,DUSSELDORF_wind_speed,DUSSELDORF_humidity,DUSSELDORF_pressure,DUSSELDORF_global_radiation,DUSSELDORF_precipitation,DUSSELDORF_snow_depth,DUSSELDORF_sunshine,DUSSELDORF_temp_mean,DUSSELDORF_temp_min,DUSSELDORF_temp_max
317,5,3.4,0.87,1.0161,0.37,0.02,0,1.7,8.4,5.4,10.5
318,7,4.5,0.88,1.0161,0.17,0.22,0,0.0,9.0,6.3,10.2
319,8,3.8,0.86,1.0161,0.16,0.23,0,0.0,10.3,7.5,11.9
320,1,4.4,0.84,1.0161,0.58,0.0,0,5.2,5.6,3.4,10.4
321,8,5.3,0.86,1.0161,0.16,0.47,0,0.0,5.1,1.8,7.5
322,5,6.0,0.79,1.0161,0.59,0.16,0,5.7,7.4,4.9,9.6
323,7,3.8,0.86,1.0161,0.38,0.0,0,2.2,7.2,6.0,9.4
324,8,3.5,0.94,1.0161,0.15,0.48,0,0.0,7.8,4.7,8.8
325,8,6.3,0.84,1.0161,0.15,0.17,0,0.0,7.9,7.0,9.0
326,8,4.3,0.8,1.0161,0.19,0.0,0,0.2,10.0,7.5,11.2
327,7,3.6,0.86,1.0161,0.38,0.12,0,2.6,9.2,7.3,13.2
328,8,5.3,0.82,1.0161,0.2,0.67,0,0.3,9.6,6.9,11.3
329,7,5.1,0.91,1.0161,0.33,0.7,0,1.9,10.7,8.4,12.2
330,7,7.9,0.75,1.0161,0.31,0.54,0,1.6,12.0,10.6,13.8
331,8,4.5,0.97,1.0161,0.14,2.48,0,0.0,8.8,8.4,11.6
332,2,2.7,0.88,1.0161,0.35,0.0,0,2.4,4.0,1.6,8.4
333,8,4.7,0.9,1.0161,0.13,0.1,0,0.0,6.4,2.7,7.2
334,7,6.0,0.82,1.0161,0.13,0.0,0,0.0,8.2,7.0,11.0
335,6,6.1,0.72,1.0161,0.12,0.0,0,0.0,8.1,5.4,9.0
336,7,5.6,0.79,1.0161,0.2,0.12,0,0.7,8.0,6.5,10.2
337,7,8.5,0.88,1.0161,0.12,1.29,0,0.0,7.9,5.4,8.5
338,8,11.8,0.84,1.0161,0.12,1.29,0,0.0,10.2,8.5,12.5
339,5,5.7,0.81,1.0161,0.38,0.02,0,3.7,6.3,4.9,9.0
340,6,4.6,0.79,1.0161,0.12,0.11,0,0.0,6.2,5.0,8.6
341,4,4.0,0.82,1.0161,0.25,0.0,0,1.4,5.0,3.5,6.2
342,7,1.6,0.86,1.0161,0.16,0.0,0,0.3,4.4,1.9,6.0
343,5,2.2,0.85,1.0161,0.12,0.07,0,0.0,2.6,-0.5,4.3
344,8,4.1,0.9,1.0161,0.11,0.04,0,0.0,1.2,0.8,3.0
345,7,3.9,0.8,1.0161,0.17,0.0,0,0.4,1.7,0.6,2.5
346,5,1.5,0.88,1.0161,0.11,0.0,0,0.0,0.0,-1.6,2.0
347,7,2.3,0.76,1.0161,0.26,0.11,0,1.8,0.4,-1.4,1.8
348,8,3.1,0.92,1.0161,0.11,0.15,0,0.0,-0.1,-1.6,0.5
349,7,1.5,0.86,1.0161,0.14,0.0,1,0.2,1.7,-1.4,2.4
350,8,0.7,0.92,1.0161,0.11,0.0,0,0.0,1.9,1.0,2.4
351,8,1.9,0.88,1.0161,0.11,0.0,0,0.0,0.5,0.0,2.4
352,8,2.0,0.89,1.0161,0.11,0.0,0,0.0,-2.4,-2.9,0.0
353,8,3.5,0.94,1.0161,0.11,0.31,0,0.0,1.5,-2.6,2.7
354,7,3.7,0.91,1.0161,0.16,0.21,0,0.4,5.1,2.6,6.5
355,8,2.8,0.95,1.0161,0.11,0.87,0,0.0,3.6,3.2,5.2
356,7,3.7,0.89,1.0161,0.27,0.0,0,2.0,3.7,1.8,5.2
357,7,4.1,0.85,1.0161,0.19,0.0,0,0.7,2.4,0.4,4.8
358,6,4.8,0.79,1.0161,0.22,0.0,0,1.2,1.2,0.4,3.1
359,8,4.6,0.87,1.0161,0.11,0.0,0,0.0,0.8,-1.4,2.1
360,7,7.2,0.85,1.0161,0.14,0.34,0,0.2,5.1,1.6,6.2
361,7,3.4,0.83,1.0161,0.25,0.0,0,1.6,4.1,1.9,6.0
362,0,4.0,0.81,1.0161,0.36,0.0,0,3.5,2.0,0.0,4.4
363,3,4.3,0.85,1.0161,0.2,0.0,0,0.8,1.8,-0.4,3.4
364,6,6.3,0.9,1.0161,0.32,0.36,0,2.7,1.4,0.0,3.6
365,7,3.9,0.96,1.0161,0.14,0.06,0,0.1,3.6,-0.2,4.9
366,5,3.4,0.88,1.0161,0.14,0.0,0,0.1,3.2,2.0,5.8
367,8,6.6,0.81,1.0161,0.14,0.57,0,0.1,4.6,1.3,5.3
368,6,7.0,0.78,1.0161,0.33,0.07,0,2.7,5.6,3.9,7.8
369,8,6.9,0.81,1.0161,0.16,0.3,0,0.3,4.1,2.8,5.0
370,3,5.5,0.89,1.0161,0.3,0.24,0,2.1,3.2,2.0,5.6
371,8,7.3,0.8,1.0161,0.17,0.46,0,0.3,4.2,1.9,6.0
372,7,4.6,0.87,1.0161,0.17,0.25,0,0.3,4.8,3.7,6.2
373,7,5.2,0.87,1.0161,0.16,0.72,0,0.2,5.0,1.9,7.5
374,4,3.1,0.92,1.0161,0.13,0.5,0,0.0,3.1,1.6,6.2
375,8,4.6,0.95,1.0161,0.13,0.03,0,0.0,4.8,1.3,5.5
376,0,3.1,0.82,1.0161,0.44,0.0,0,4.4,1.0,-0.8,4.8
377,8,1.8,0.97,1.0161,0.13,0.0,0,0.0,-1.4,-2.0,-0.6
378,7,3.6,0.82,1.0161,0.13,0.31,0,0.0,1.2,-2.3,2.5
379,7,3.5,0.9,1.0161,0.2,0.0,0,0.5,3.7,1.5,5.5
380,0,5.2,0.82,1.0161,0.53,0.0,0,5.8,1.0,0.5,4.0
381,0,3.0,0.73,1.0161,0.51,0.0,0,5.1,-1.0,-3.2,4.2
382,0,2.4,0.74,1.0161,0.56,0.0,0,6.0,-0.4,-5.1,3.4
383,0,5.6,0.66,1.0161,0.55,0.0,0,5.7,-1.7,-3.4,0.2
384,0,7.4,0.63,1.0161,0.55,0.1,0,5.6,-1.2,-4.6,1.6
385,8,5.5,0.94,1.0161,0.15,0.41,0,0.0,1.4,-1.6,2.2
386,8,3.9,0.95,1.0161,0.15,0.35,0,0.0,3.0,1.9,4.0
387,8,3.0,0.89,1.0161,0.15,0.02,0,0.0,2.7,1.6,4.5
388,8,2.2,0.92,1.0161,0.15,0.11,0,0.0,1.1,0.0,1.8
389,8,3.4,0.83,1.0161,0.15,0.13,2,0.0,-2.0,-2.6,1.0
390,8,7.0,0.77,1.0161,0.23,0.72,4,0.5,-3.6,-4.0,-1.8
391,4,3.0,0.81,1.0161,0.23,0.0,13,0.4,-5.7,-8.5,-3.0
392,0,6.4,0.86,1.0161,0.31,0.0,13,1.2,-3.6,-11.6,-2.6
393,8,8.0,0.84,1.0161,0.17,0.48,12,0.0,3.1,-2.6,5.2
394,6,7.9,0.76,1.0161,0.17,0.72,0,0.0,7.6,4.3,8.5
395,7,7.3,0.84,1.0161,0.17,1.49,0,0.0,8.8,7.6,9.8
396,6,4.4,0.82,1.0161,0.47,0.03,0,2.9,6.4,5.2,9.5
397,6,7.2,0.8,1.0161,0.41,0.29,0,2.1,4.7,3.8,7.0
398,8,2.8,0.93,1.0161,0.18,0.2,0,0.0,3.4,1.8,4.3
399,8,2.2,0.94,1.0161,0.18,0.1,0,0.0,2.7,1.9,3.5
400,7,8.0,0.83,1.0161,0.27,0.89,0,0.5,3.2,0.0,6.3
401,8,4.5,0.83,1.0161,0.37,0.12,0,1.3,2.8,1.2,4.2
402,5,6.4,0.8,1.0161,0.33,0.06,0,0.9,8.1,3.0,12.2
403,6,8.5,0.79,1.0161,0.27,0.05,0,0.4,6.0,4.8,8.0
404,8,5.0,0.87,1.0161,0.2,0.33,0,0.0,7.0,3.7,8.8
405,5,8.2,0.81,1.0161,0.34,0.23,0,0.8,8.2,6.7,11.2
406,3,3.7,0.86,1.0161,0.24,0.0,0,0.1,4.5,0.8,8.2
407,8,5.6,0.89,1.0161,0.21,0.31,0,0.0,8.4,3.4,9.5
408,7,4.7,0.81,1.0161,0.31,0.26,0,0.5,7.0,5.1,9.5
409,7,2.7,0.88,1.0161,0.22,0.0,0,0.0,6.8,4.6,9.2
410,1,3.8,0.8,1.0161,0.84,0.0,0,6.3,9.4,3.4,14.5
411,0,2.6,0.8,1.0161,0.79,0.0,0,5.4,7.6,4.8,14.4
412,5,0.9,0.87,1.0161,0.85,0.0,0,6.1,6.6,1.8,14.2
413,0,4.2,0.73,1.0161,1.04,0.0,0,8.6,6.7,3.4,14.8
414,3,5.3,0.85,1.0161,0.91,0.0,0,6.6,8.1,2.1,11.6
415,8,2.2,0.93,1.0161,0.24,0.0,0,0.0,6.0,4.6,9.6
416,3,1.4,0.87,1.0161,0.61,0.0,0,2.7,5.2,3.3,9.2
417,0,2.3,0.77,1.0161,0.99,0.0,0,7.1,5.3,-0.5,12.0
418,0,3.0,0.75,1.0161,1.0,0.0,0,7.1,6.1,1.5,13.0
419,3,4.5,0.79,1.0161,0.91,1.66,0,5.8,6.6,1.6,9.8
420,6,4.3,0.8,1.0161,0.32,0.03,0,0.2,10.0,6.4,12.8
421,5,6.1,0.62,1.0161,0.78,0.03,0,4.0,12.2,8.9,15.7
422,4,4.2,0.74,1.0161,1.03,0.06,0,6.7,11.9,5.8,16.2
423,8,3.6,0.92,1.0161,0.28,0.77,0,0.0,9.4,7.4,13.5
424,7,7.0,0.84,1.0161,0.58,0.58,0,1.8,5.5,4.0,14.3
425,7,3.5,0.86,1.0161,0.31,0.04,0,0.0,5.6,3.4,7.5
426,6,4.8,0.82,1.0161,0.43,0.42,0,0.4,6.7,1.9,9.8
427,2,4.3,0.77,1.0161,1.16,0.0,0,6.5,5.8,3.4,10.5
428,2,1.5,0.77,1.0161,1.23,0.0,0,7.1,5.3,0.6,11.7
429,2,1.4,0.8,1.0161,1.32,0.0,0,7.9,5.9,0.3,13.2
430,1,1.3,0.68,1.0161,1.38,0.0,0,8.3,7.4,1.8,16.0
431,1,1.5,0.76,1.0161,1.27,0.0,0,7.0,7.8,1.8,15.5
432,5,1.1,0.86,1.0161,1.0,0.0,0,4.2,7.4,0.9,15.0
433,3,1.9,0.7,1.0161,1.41,0.0,0,8.1,10.8,2.2,18.4
434,2,4.6,0.7,1.0161,1.32,0.0,0,7.0,10.7,7.0,17.0
435,7,3.7,0.83,1.0161,0.37,0.0,0,0.0,8.6,7.4,11.2
436,7,5.6,0.76,1.0161,0.6,0.06,0,0.9,11.1,4.8,14.6
437,8,4.8,0.93,1.0161,0.38,0.07,0,0.0,9.9,9.4,12.1
438,8,4.0,0.87,1.0161,0.46,0.0,0,0.2,10.4,9.0,13.0
439,3,1.9,0.85,1.0161,1.19,0.0,0,5.1,10.2,7.9,16.5
440,3,1.8,0.79,1.0161,1.26,0.0,0,5.6,10.6,5.0,19.4
441,1,4.4,0.64,1.0161,1.73,0.0,0,10.0,13.5,5.7,23.3
442,2,6.0,0.77,1.0161,1.36,0.0,0,6.2,6.7,5.6,12.8
443,4,4.4,0.86,1.0161,1.16,0.18,0,4.4,3.5,1.9,8.0
444,6,6.8,0.81,1.0161,0.88,0.25,0,2.2,3.6,-1.2,6.2
445,2,7.2,0.85,1.0161,1.13,0.09,0,3.9,3.1,1.9,7.9
446,7,3.9,0.84,1.0161,0.84,0.11,0,1.8,4.7,-2.0,8.5
447,8,3.9,0.85,1.0161,0.43,0.0,0,0.0,8.4,6.1,10.8
448,6,3.3,0.75,1.0161,0.87,0.0,0,1.9,9.4,6.6,12.8
449,5,2.5,0.75,1.0161,0.99,0.0,0,2.6,7.8,5.3,12.3
450,7,5.3,0.77,1.0161,0.57,0.0,0,0.3,7.7,2.0,10.5
451,3,5.3,0.8,1.0161,1.34,0.19,0,5.0,3.6,1.0,9.0
452,4,5.1,0.69,1.0161,1.41,0.02,0,5.4,5.0,-0.1,9.5
453,8,6.8,0.85,1.0161,0.66,0.22,0,0.6,7.5,3.9,10.5
454,8,7.1,0.91,1.0161,0.47,2.07,0,0.0,10.2,7.6,11.2
455,8,4.5,0.84,1.0161,0.75,0.02,0,0.9,6.9,4.6,10.0
456,8,4.9,0.89,1.0161,0.48,0.66,0,0.0,9.3,6.4,10.8
457,8,4.7,0.93,1.0161,0.49,0.72,0,0.0,9.8,6.9,11.2
458,8,3.0,0.77,1.0161,1.26,0.55,0,3.8,7.0,5.2,9.6
459,8,2.0,0.87,1.0161,0.5,0.1,0,0.0,10.3,5.9,12.7
460,7,4.3,0.8,1.0161,1.02,0.0,0,2.1,14.2,10.4,19.0
461,5,3.2,0.71,1.0161,1.69,0.0,0,6.7,16.2,8.4,22.3
462,7,1.8,0.89,1.0161,0.67,1.41,0,0.4,13.8,11.3,17.5
463,7,3.5,0.8,1.0161,0.62,0.0,0,0.2,7.9,7.0,13.5
464,3,3.4,0.65,1.0161,2.23,0.24,0,10.8,11.8,4.2,16.3
465,5,2.8,0.74,1.0161,2.07,0.0,0,9.3,14.2,9.2,19.0
466,2,2.7,0.72,1.0161,1.9,0.0,0,7.8,13.5,10.5,18.0
467,4,2.4,0.77,1.0161,1.88,0.0,0,7.5,13.5,7.5,19.3
468,6,2.7,0.7,1.0161,1.57,1.02,0,5.1,15.6,9.6,19.7
469,6,2.9,0.85,1.0161,0.72,0.0,0,0.4,12.6,11.0,16.5
470,8,2.5,0.95,1.0161,0.56,0.76,0,0.0,11.1,9.3,13.0
471,8,2.0,0.91,1.0161,0.76,0.0,0,0.5,10.5,9.6,13.2
472,4,1.8,0.79,1.0161,1.26,0.12,0,2.9,12.1,7.4,16.5
473,8,2.9,0.79,1.0161,0.58,0.02,0,0.0,11.8,8.2,13.2
474,4,2.2,0.82,1.0161,1.0,0.0,0,1.4,10.6,6.4,16.0
475,5,2.8,0.87,1.0161,1.13,0.0,0,2.0,11.6,9.3,16.2
476,5,3.4,0.74,1.0161,1.23,0.18,0,2.5,13.8,8.2,18.3
477,6,2.6,0.83,1.0161,1.06,0.05,0,1.6,13.0,10.7,16.4
478,3,2.6,0.86,1.0161,1.57,0.15,0,4.4,10.6,8.9,15.0
479,7,1.4,0.85,1.0161,0.6,0.38,0,0.0,10.8,6.0,13.1
480,5,1.9,0.86,1.0161,0.67,0.0,0,0.1,12.4,9.6,15.2
481,7,3.2,0.81,1.0161,0.76,0.17,0,0.3,12.6,9.0,15.4
482,6,4.7,0.82,1.0161,0.96,0.72,0,1.0,11.0,9.8,13.5
483,4,2.6,0.75,1.0161,2.11,0.0,0,7.8,11.9,7.8,16.5
484,8,3.8,0.83,1.0161,0.97,2.47,0,1.0,11.2,9.4,15.2
485,8,2.9,0.95,1.0161,0.63,0.03,0,0.0,10.6,9.8,11.4
486,6,2.5,0.85,1.0161,1.03,0.05,0,1.2,11.5,6.2,16.0
487,6,4.0,0.8,1.0161,1.42,0.6,0,3.1,11.8,10.0,17.4
488,4,4.3,0.74,1.0161,2.37,0.01,0,9.3,12.6,8.8,17.4
489,7,3.3,0.84,1.0161,1.3,0.81,0,2.4,15.4,11.1,20.3
490,7,4.0,0.78,1.0161,1.48,0.09,0,3.3,15.6,13.4,19.8
491,5,3.7,0.76,1.0161,2.19,0.35,0,7.8,15.4,12.6,20.0
492,5,5.5,0.84,1.0161,2.22,0.48,0,7.9,11.2,9.4,15.8
493,7,6.6,0.71,1.0161,1.76,0.19,0,4.8,11.5,9.0,15.4
494,7,8.0,0.87,1.0161,1.78,0.42,0,4.9,9.8,8.8,13.6
495,7,6.2,0.73,1.0161,1.76,0.03,0,4.7,9.8,7.3,13.0
496,5,4.4,0.75,1.0161,1.52,0.0,0,3.3,9.5,7.4,13.5
497,5,2.8,0.79,1.0161,1.18,0.0,0,1.6,12.5,6.8,16.4
498,5,2.2,0.76,1.0161,2.06,0.0,0,6.5,12.8,9.0,18.4
499,5,1.9,0.74,1.0161,1.12,0.0,0,1.3,10.9,8.0,15.0
500,3,2.8,0.76,1.0161,2.37,0.0,0,8.5,10.8,5.4,16.2
501,3,2.6,0.7,1.0161,2.3,0.0,0,8.0,12.2,6.6,16.7
502,4,2.7,0.64,1.0161,1.88,0.02,0,5.2,13.8,8.5,18.5
503,3,3.8,0.64,1.0161,2.36,0.0,0,8.3,12.9,7.9,18.5
504,8,2.5,0.82,1.0161,0.7,0.32,0,0.0,10.2,5.2,12.8
505,7,4.1,0.85,1.0161,1.75,0.86,0,4.3,9.9,8.4,13.5
506,7,4.0,0.88,1.0161,1.59,0.56,0,3.4,9.9,7.0,15.0
507,4,1.6,0.81,1.0161,1.59,0.0,0,3.4,12.6,5.4,18.0
508,6,2.7,0.78,1.0161,1.93,0.0,0,5.3,10.8,8.5,15.3
509,3,0.9,0.75,1.0161,2.44,0.0,0,8.6,13.2,8.6,18.4
510,0,1.3,0.61,1.0161,2.95,0.0,0,12.3,17.2,8.4,22.5
511,8,3.7,0.8,1.0161,0.72,0.24,0,0.0,10.8,9.8,17.4
512,4,3.9,0.66,1.0161,2.2,0.0,0,6.9,8.7,5.6,12.7
513,5,1.8,0.72,1.0161,2.34,0.27,0,7.8,8.6,3.3,13.4
514,6,2.5,0.79,1.0161,1.25,0.08,0,1.6,9.2,6.2,12.4
515,7,2.1,0.68,1.0161,0.96,0.0,0,0.5,11.0,5.0,15.2
516,6,2.0,0.77,1.0161,1.81,0.06,0,4.4,11.5,8.4,15.8
517,5,2.5,0.71,1.0161,2.31,1.93,0,7.3,17.4,8.6,22.7
518,8,4.7,0.97,1.0161,0.73,5.5,0,0.0,11.8,11.4,16.8
519,8,3.3,0.97,1.0161,0.73,0.99,0,0.0,11.3,10.2,12.4
520,7,2.0,0.93,1.0161,1.22,0.0,0,1.3,14.3,10.8,19.5
521,7,2.0,0.88,1.0161,1.8,0.48,0,4.1,18.2,13.9,24.0
522,7,1.7,0.82,1.0161,1.75,0.0,0,3.8,19.0,13.8,24.3
523,8,2.3,0.93,1.0161,0.87,1.18,0,0.2,15.0,14.5,18.4
524,8,2.3,0.76,1.0161,2.03,0.52,0,5.4,16.2,13.0,19.8
525,8,1.7,0.81,1.0161,0.74,0.03,0,0.0,14.0,12.0,16.0
526,3,1.3,0.75,1.0161,2.68,0.0,0,9.7,15.7,9.8,20.0
527,7,3.6,0.9,1.0161,1.15,0.67,0,1.0,14.0,11.4,17.2
528,8,3.8,0.8,1.0161,0.83,1.46,0,0.1,13.5,9.4,17.5
529,7,4.8,0.88,1.0161,1.09,0.61,0,0.8,13.2,10.6,16.2
530,7,4.0,0.74,1.0161,1.84,0.0,0,4.2,13.0,11.4,16.5
531,1,1.3,0.7,1.0161,3.11,0.0,0,12.9,13.2,6.2,19.2
532,5,1.0,0.73,1.0161,2.82,0.0,0,10.7,16.8,8.5,22.5
533,5,3.1,0.7,1.0161,2.48,0.0,0,8.2,19.0,14.4,24.8
534,7,3.8,0.81,1.0161,1.29,0.25,0,1.5,17.1,13.4,22.7
535,1,2.5,0.66,1.0161,2.97,0.0,0,11.8,16.2,10.4,21.0
536,1,1.8,0.58,1.0161,3.17,0.0,0,13.4,17.1,7.6,21.4
537,2,1.8,0.66,1.0161,2.97,0.0,0,11.8,16.4,10.0,21.5
538,7,3.3,0.6,1.0161,2.36,0.0,0,7.4,18.6,11.0,23.7
539,1,3.3,0.71,1.0161,3.06,0.0,0,12.5,18.2,10.3,23.6
540,1,2.3,0.68,1.0161,3.13,0.0,0,13.1,20.4,11.4,28.0
541,0,2.8,0.63,1.0161,3.23,0.0,0,13.9,22.6,13.6,29.0
542,6,2.7,0.68,1.0161,2.46,0.25,0,8.1,22.0,15.6,30.5
543,6,4.8,0.81,1.0161,1.78,0.08,0,3.9,15.9,13.9,19.4
544,3,2.3,0.7,1.0161,2.5,0.0,0,8.4,16.1,7.6,21.5
545,0,1.5,0.61,1.0161,3.09,0.0,0,12.8,19.8,10.3,25.2
546,0,2.5,0.54,1.0161,3.23,0.0,0,14.0,22.5,12.4,29.0
547,0,1.9,0.58,1.0161,3.25,0.0,0,14.2,23.6,15.7,32.0
548,1,1.1,0.58,1.0161,3.16,0.0,0,13.5,25.2,16.0,33.0
549,6,3.0,0.77,1.0161,1.06,0.0,0,0.7,18.8,17.5,24.6
550,7,6.3,0.84,1.0161,1.5,0.2,0,2.5,13.4,12.1,18.5
551,5,5.2,0.72,1.0161,2.11,0.31,0,5.9,12.6,8.8,16.4
552,3,3.4,0.72,1.0161,2.29,0.0,0,7.1,13.4,8.3,19.3
553,2,2.6,0.68,1.0161,2.91,0.0,0,11.6,16.3,7.9,22.8
554,8,3.2,0.86,1.0161,0.73,1.34,0,0.0,15.6,13.5,19.6
555,4,3.9,0.87,1.0161,2.01,0.0,0,5.4,15.8,12.5,20.0
556,7,1.8,0.79,1.0161,0.86,0.0,0,0.2,16.2,12.8,19.5
557,5,2.5,0.75,1.0161,2.09,0.0,0,5.9,19.2,14.0,24.2
558,4,3.7,0.72,1.0161,2.44,0.36,0,8.3,20.2,13.6,28.5
559,7,6.4,0.83,1.0161,0.9,0.55,0,0.3,14.4,11.8,18.3
560,4,4.9,0.75,1.0161,1.99,0.5,0,5.4,14.7,9.2,20.5
561,8,5.7,0.71,1.0161,1.64,0.31,0,3.4,15.1,10.6,18.8
562,6,4.5,0.79,1.0161,1.36,0.08,0,2.0,13.6,11.4,18.0
563,7,3.5,0.82,1.0161,1.33,0.77,0,1.9,15.0,11.4,20.0
564,7,3.2,0.87,1.0161,1.35,1.1,0,2.0,14.8,13.0,18.0
565,7,2.9,0.85,1.0161,1.45,0.18,0,2.5,15.0,13.0,19.0
566,8,4.4,0.85,1.0161,1.25,0.1,0,1.6,14.8,11.9,19.0
567,8,3.3,0.84,1.0161,0.7,0.0,0,0.0,14.4,13.0,16.6
568,5,2.6,0.83,1.0161,0.94,0.0,0,0.5,13.9,12.7,16.6
569,7,2.2,0.79,1.0161,0.91,0.0,0,0.4,14.8,8.7,17.0
570,5,1.1,0.78,1.0161,1.19,0.0,0,1.4,13.1,9.6,18.0
571,3,2.5,0.76,1.0161,2.16,0.0,0,6.9,16.8,9.4,23.0
572,3,5.2,0.66,1.0161,2.36,0.0,0,8.3,20.1,13.0,26.0
573,8,4.0,0.76,1.0161,0.68,0.9,0,0.0,17.9,16.2,19.9
574,5,2.9,0.87,1.0161,1.26,1.26,0,1.8,13.6,12.4,17.6
575,7,3.0,0.88,1.0161,1.59,0.1,0,3.5,13.2,11.2,17.2
576,7,0.6,0.8,1.0161,1.46,0.0,0,2.8,14.2,8.4,17.5
577,3,1.1,0.73,1.0161,2.13,0.0,0,7.0,15.5,11.4,21.0
578,4,1.2,0.69,1.0161,2.39,0.0,0,8.9,17.7,10.0,24.0
579,6,2.3,0.84,1.0161,1.51,0.26,0,3.2,15.2,13.9,20.5
580,4,2.5,0.78,1.0161,2.25,0.0,0,8.0,15.2,9.8,20.0
581,8,4.9,0.78,1.0161,0.65,1.05,0,0.0,17.5,14.0,19.8
582,5,3.2,0.8,1.0161,1.93,0.0,0,5.9,20.8,17.1,27.2
583,7,2.3,0.79,1.0161,0.77,0.0,0,0.2,17.2,16.2,20.4
584,3,3.1,0.7,1.0161,2.57,0.02,0,10.8,17.6,13.5,23.2
585,4,5.5,0.69,1.0161,1.98,0.0,0,6.4,18.8,14.6,25.3
586,4,3.5,0.66,1.0161,2.46,0.0,0,10.1,17.5,11.0,22.5
587,6,1.3,0.72,1.0161,1.47,0.0,0,3.3,17.6,13.9,22.5
588,3,2.8,0.67,1.0161,2.45,0.0,0,10.2,17.8,13.6,25.8
589,6,3.3,0.74,1.0161,1.63,0.03,0,4.3,14.9,12.0,19.5
590,6,1.6,0.77,1.0161,1.45,0.04,0,3.3,14.1,7.8,19.6
591,5,3.9,0.74,1.0161,1.99,0.36,0,6.9,16.6,13.0,20.4
592,7,4.9,0.89,1.0161,1.63,0.55,0,4.5,12.9,12.2,17.1
593,6,5.2,0.75,1.0161,1.77,0.48,0,5.5,13.9,9.4,18.6
594,8,5.2,0.77,1.0161,1.61,0.0,0,4.5,14.2,10.8,17.4
595,6,4.3,0.75,1.0161,1.09,0.0,0,1.6,15.8,10.6,20.2
596,7,5.3,0.88,1.0161,0.97,1.05,0,1.1,14.5,13.5,16.0
597,7,3.7,0.82,1.0161,1.01,0.02,0,1.3,15.6,12.5,18.6
598,7,6.1,0.75,1.0161,1.28,0.95,0,2.7,17.6,12.9,20.1
599,7,6.5,0.85,1.0161,1.34,0.35,0,3.1,14.8,13.4,18.8
600,7,2.8,0.93,1.0161,0.57,0.07,0,0.0,14.3,11.8,15.6
601,7,3.4,0.81,1.0161,0.75,0.29,0,0.4,15.4,8.0,17.6
602,6,3.1,0.85,1.0161,1.53,0.04,0,4.5,17.1,14.6,22.5
603,4,3.3,0.77,1.0161,1.77,0.0,0,6.3,19.2,14.2,25.5
604,4,2.4,0.85,1.0161,1.48,0.0,0,4.3,17.5,14.8,23.5
605,3,1.0,0.79,1.0161,2.05,0.0,0,8.8,17.0,11.2,24.4
606,0,1.8,0.69,1.0161,2.24,0.0,0,10.6,22.8,11.4,29.0
607,0,2.5,0.66,1.0161,2.25,0.0,0,10.8,22.2,15.6,31.0
608,3,1.6,0.85,1.0161,1.74,0.0,0,6.6,20.6,17.0,25.6
609,3,1.2,0.72,1.0161,1.97,0.0,0,9.2,21.9,16.4,30.2
610,1,1.4,0.68,1.0161,2.12,0.0,0,10.8,22.8,14.9,30.9
611,3,1.3,0.83,1.0161,1.75,0.16,0,7.5,21.1,17.4,29.0
612,4,2.3,0.79,1.0161,1.71,0.7,0,7.3,20.8,16.4,27.5
613,8,3.8,0.77,1.0161,1.28,0.92,0,3.9,18.4,16.2,21.4
614,8,4.4,0.86,1.0161,0.49,1.41,0,0.0,14.2,12.4,17.6
615,8,6.4,0.81,1.0161,1.27,0.16,0,4.0,12.5,9.8,15.5
616,8,3.9,0.87,1.0161,0.69,0.93,0,0.6,15.0,10.9,17.5
617,6,2.0,0.82,1.0161,1.06,0.0,0,2.7,14.4,12.4,18.7
618,2,1.4,0.83,1.0161,1.86,0.0,0,9.5,14.2,10.2,21.0
619,7,2.8,0.78,1.0161,0.92,0.1,0,1.9,16.2,11.4,20.4
620,5,3.4,0.82,1.0161,1.05,0.03,0,2.8,15.8,12.4,19.0
621,5,5.0,0.7,1.0161,1.35,0.11,0,5.2,18.6,12.4,23.5
622,8,4.8,0.9,1.0161,0.75,0.5,0,1.1,15.3,14.0,20.4
623,5,3.5,0.84,1.0161,1.3,0.0,0,5.0,17.3,10.6,23.0
624,0,5.1,0.79,1.0161,1.83,0.0,0,10.2,22.1,15.5,28.2
625,1,3.0,0.76,1.0161,1.82,0.0,0,10.3,21.8,18.0,29.2
626,0,2.0,0.78,1.0161,1.51,0.0,0,7.3,21.9,16.1,27.6
627,0,2.7,0.78,1.0161,1.74,0.0,0,9.8,22.4,15.3,29.5
628,1,2.0,0.82,1.0161,1.68,0.0,0,9.4,21.1,17.2,28.0
629,8,2.0,0.88,1.0161,0.41,0.0,0,0.0,17.8,15.6,19.5
630,4,2.2,0.85,1.0161,0.4,0.0,0,0.0,18.7,16.6,21.2
631,3,1.4,0.82,1.0161,1.55,0.0,0,8.5,17.6,14.1,26.0
632,3,2.6,0.85,1.0161,1.16,0.0,0,4.8,18.1,13.8,24.5
633,2,1.4,0.84,1.0161,0.82,0.0,0,2.1,16.0,14.0,20.5
634,3,0.8,0.84,1.0161,1.08,0.0,0,4.3,14.0,10.8,20.4
635,2,4.0,0.77,1.0161,0.99,0.0,0,3.6,18.4,11.9,22.7
636,4,4.4,0.83,1.0161,0.7,0.02,0,1.5,19.6,15.5,23.8
